itemcode,etfTabCode,itemname,nowVal,risefall,changeVal,changeRate,nav,threeMonthEarnRate,quant,amonut,marketSum
253160,3,ARIRANG 200선물인버스2X,4100,5,-75,-1.8,4091.0,-51.1125,296886,1225,162
272230,2,KINDEX 스마트밸류,16010,2,180,1.14,16005.0,38.9205,1403,22,160
153270,1,KOSEF 코스피100,33145,2,340,1.04,33151.0,39.6849,117,3,159
168300,1,KTOP 코스피50,30970,2,160,0.52,31124.0,41.2978,250,7,158
280320,4,KINDEX 미국IT인터넷S&P(합성 H),19740,2,430,2.23,,17.4931,4227,83,158
183700,7,KBSTAR 채권혼합,64835,2,210,0.32,64833.0,11.4089,120,7,156
248270,4,TIGER S&P글로벌헬스케어(합성),15525,2,105,0.68,,10.9751,8578,132,155
225050,4,TIGER 유로스탁스레버리지(합성 H),7750,2,250,3.33,,40.318,18654,144,155
276990,4,KODEX 글로벌4차산업로보틱스(합성),18050,2,405,2.3,,34.9006,11962,214,153
277540,4,KINDEX S&P아시아TOP50,16985,5,-5,-0.03,,29.5463,20231,342,153
210780,2,TIGER 코스피고배당,12050,2,170,1.43,12087.0,16.6994,42496,509,152
331910,2,KOSEF Fn중소형,21595,2,355,1.67,21570.0,23.6681,50,1,151
279540,2,KODEX 최소변동성,12585,2,160,1.29,12593.0,19.3563,21,0,151
307010,3,KBSTAR KRX300레버리지,21530,2,290,1.37,21532.0,88.3813,1042,22,151
253150,3,ARIRANG 200선물레버리지,50170,2,840,1.7,50244.0,92.2447,3326,166,151
237350,1,KODEX 코스피100,33420,2,165,0.5,33572.0,39.6388,2766,92,150
139230,2,TIGER 200 중공업,2760,2,25,0.91,2761.0,16.8803,124753,343,149
284430,6,KODEX 200미국채혼합,13270,5,-5,-0.04,13264.0,13.2679,19495,258,149
140950,1,파워 코스피100,33650,2,480,1.45,33563.0,40.1648,53,1,148
271060,5,KODEX 3대농산물선물(H),9910,5,-150,-1.49,,25.0466,59303,590,143
229720,1,KODEX KTOP30,23750,2,140,0.59,23869.0,40.9552,7817,184,143
228820,1,TIGER KTOP30,11745,2,90,0.77,11791.0,41.3583,46303,540,141
292750,1,ARIRANG KRX300,19995,2,280,1.42,19979.0,38.0602,34,0,140
361590,2,KBSTAR 코스피ex200,12355,2,105,0.86,12411.0,24.1134,22,0,136
277650,2,TIGER 코스피중형주,15785,2,190,1.22,15799.0,27.0468,451,7,134
245350,4,TIGER 유로스탁스배당30,11105,2,5,0.05,,21.8842,2436,27,133
159800,1,마이티 코스피100,33010,2,1335,4.21,33211.0,34.3584,206,6,132
152500,3,KINDEX 레버리지,10965,2,160,1.48,10984.0,92.7743,61527,670,132
261120,7,TIGER 미국달러선물인버스2X,10060,2,40,0.4,10049.0,2.3493,507,5,131
276000,4,TIGER 글로벌자원생산기업(합성 H),11880,2,145,1.24,,25.5751,762,9,131
300950,2,KODEX 게임산업,14500,2,250,1.75,14564.0,24.183,15695,226,131
239660,6,ARIRANG 우량회사채50 1년,108540,2,15,0.01,108535.0,0.2633,732,79,130
272220,2,KINDEX 스마트모멘텀,18570,2,140,0.76,18563.0,40.0455,103,1,130
253290,7,KBSTAR 헬스케어채권혼합,12825,5,-15,-0.12,12829.0,6.1157,11667,149,128
285000,2,KBSTAR 200IT,18245,2,190,1.05,18317.0,58.795,2412,43,128
308620,6,KODEX 미국채10년선물,11515,5,-65,-0.56,,-1.8645,21133,243,127
248260,4,TIGER 일본TOPIX헬스케어(합성),12595,5,-20,-0.16,,10.755,9,0,126
244620,2,KODEX 모멘텀Plus,12590,2,90,0.72,12645.0,18.4272,1041,13,126
104520,2,KOSEF 블루칩,10435,2,75,0.72,10434.0,30.6431,43950,457,125
360150,2,KODEX 코스닥150롱코스피200숏선물,8340,5,-60,-0.71,8342.0,-12.3174,850,7,125
241180,4,TIGER 일본니케이225,17830,2,185,1.05,,19.36,1659,29,125
368680,2,KODEX Fn K-뉴딜디지털플러스,13820,2,240,1.77,13808.0,,117091,1609,124
100910,1,KOSEF KRX100,6895,2,50,0.73,6911.0,39.4093,401,2,124
364690,1,KODEX 혁신기술테마액티브,13700,2,185,1.37,13731.0,37.2081,10906,149,123
167860,6,KOSEF 국고채10년레버리지,133650,5,-210,-0.16,133607.0,-1.6842,130,17,120
277640,2,TIGER 코스피대형주,15820,2,150,0.96,15880.0,39.1281,690,10,119
316300,7,KINDEX 싱가포르리츠,11840,2,135,1.15,,10.8428,8477,99,118
329670,7,KODEX TRF7030,11815,2,60,0.51,11746.0,11.7395,6655,78,118
117680,2,KODEX 철강,7330,2,25,0.34,7350.0,23.1871,57591,421,118
225060,4,TIGER 이머징마켓MSCI레버리지(합성 H),16805,2,310,1.88,,52.4491,9177,153,118
251600,7,ARIRANG 고배당주채권혼합,10440,2,45,0.43,10435.0,4.4198,12685,132,115
269420,4,KODEX S&P글로벌인프라(합성),10960,2,140,1.29,,11.9503,4573,49,114
213610,2,KODEX 삼성그룹밸류,9470,3,0,0.0,9489.0,28.9312,67886,643,114
329660,7,KODEX TRF5050,11360,2,20,0.18,11321.0,8.2577,20466,232,114
265690,4,KINDEX 러시아MSCI(합성),25190,2,300,1.21,,25.0753,8443,211,113
183710,7,KBSTAR 주식혼합,45265,2,310,0.69,45278.0,26.9162,61,2,113
238720,4,KINDEX 일본Nikkei225(H),18785,2,170,0.91,,22.2258,62,1,113
139660,7,KOSEF 미국달러선물인버스,10755,2,30,0.28,10752.0,1.1315,167,1,112
237440,7,TIGER 경기방어채권혼합,10160,2,10,0.1,10154.0,5.6521,8991,91,112
371130,4,KINDEX 블룸버그베트남VN30선물레버리지(H),12320,2,855,7.46,,,113885,1372,111
234310,2,KBSTAR V&S셀렉트밸류,15660,2,105,0.68,15760.0,33.2904,8335,130,110
319870,2,KBSTAR KRX300미국달러선물혼합,15640,2,190,1.23,15598.0,35.2889,93,1,109
322150,2,KINDEX 스마트하이베타,15510,2,145,0.94,15507.0,45.1582,258,3,109
371150,4,KBSTAR 차이나항셍테크,12615,2,115,0.92,,,137977,1727,107
352560,7,KODEX 다우존스미국리츠(H),11820,2,60,0.51,,13.5683,5168,61,106
322130,2,KINDEX 스마트로우볼,17630,2,185,1.06,17623.0,35.3374,22,0,106
261070,2,TIGER 코스닥150바이오테크,14600,5,-185,-1.25,14821.0,18.4221,12665,183,105
261060,2,TIGER 코스닥150IT,16900,2,275,1.65,16954.0,25.6139,3122,52,105
225030,4,TIGER 미국S&P500선물인버스(H),4420,5,-65,-1.45,,-14.49,99152,439,104
373490,2,KODEX K-이노베이션액티브,12175,2,190,1.59,12176.0,,34412,416,103
252730,2,KBSTAR 모멘텀로우볼,17175,2,285,1.69,17172.0,43.0749,10,0,103
342140,7,KINDEX 모닝스타싱가포르리츠채권혼합,10085,2,35,0.35,,2.8659,32,0,101
266160,2,KBSTAR 고배당,11810,2,60,0.51,11813.0,25.1864,39623,464,100
365780,6,KINDEX 국고채10년,98380,5,-75,-0.08,98365.0,-0.7591,50,4,100
322120,2,KINDEX 스마트퀄리티,20010,2,205,1.04,19995.0,40.262,50,0,100
333970,2,ARIRANG KS밸류가중TR,15385,2,185,1.22,15385.0,33.6263,736,11,100
208470,4,SMART 선진국MSCI World(합성 H),16595,2,180,1.1,,16.5838,101,1,100
160580,5,TIGER 구리실물,8050,5,-95,-1.17,,14.5569,10718,86,99
205720,4,KINDEX 일본TOPIX인버스(합성 H),4685,5,-40,-0.85,,-13.3028,5953,27,98
196030,4,KINDEX 일본TOPIX레버리지(H),19445,2,570,3.02,,30.3072,2155,41,97
220130,4,SMART 중국본토 중소형 CSI500(합성 H),5400,2,35,0.65,,8.3838,1253,6,97
157500,2,TIGER 증권,4620,2,15,0.33,4624.0,23.9569,21911,101,97
307510,2,TIGER 의료기기,19295,5,-65,-0.34,19438.0,-4.0872,914,17,96
300640,2,KBSTAR 게임테마,14770,2,295,2.04,14779.0,23.4015,49830,728,96
252650,1,KODEX 200동일가중,11810,2,25,0.21,11982.0,29.5054,9,0,94
101280,4,KODEX 일본TOPIX100,15700,2,145,0.93,,13.8726,1943,30,94
333960,2,ARIRANG KS모멘텀가중TR,16860,2,265,1.6,16860.0,36.9789,794,13,93
195920,4,TIGER 일본TOPIX(합성 H),15425,2,200,1.31,,14.819,442,6,93
315480,2,KBSTAR 200커뮤니케이션서비스,18295,2,330,1.84,18419.0,23.5132,3192,58,91
152280,1,KOSEF 200 선물,19400,2,180,0.94,19401.0,39.4775,84,1,91
200030,4,KODEX 미국S&P산업재(합성),17035,2,235,1.4,,10.9643,2641,44,91
337160,2,KODEX 200ESG,15130,2,170,1.14,15127.0,41.1986,66688,1007,91
352540,7,KODEX TSE일본리츠(H),11330,2,40,0.35,,11.7821,209,2,91
105780,2,KBSTAR 5대그룹주,9035,2,155,1.75,9055.0,47.7537,25110,226,90
137930,3,마이다스 200커버드콜5%OTM,14910,2,140,0.95,15055.0,17.3619,42,0,89
138920,5,KODEX 콩선물(H),11145,5,-130,-1.15,,28.5632,6331,70,89
185680,4,KODEX 미국S&P바이오(합성),39355,2,675,1.75,,38.3404,2689,106,89
346000,6,HANARO KAP초장기국고채,48110,5,-160,-0.33,48171.0,-2.8363,207,9,89
310080,4,KBSTAR 중국MSCI China선물(H),15995,5,-160,-0.99,,17.9197,13576,217,88
140700,2,KODEX 보험,5485,5,-35,-0.63,5483.0,6.7698,23883,131,88
170350,2,TIGER 베타플러스,19865,2,195,0.99,19911.0,45.4343,90,1,87
105010,4,TIGER 라틴35,3120,2,35,1.13,,32.5741,26459,82,87
375270,7,KBSTAR 글로벌데이터센터리츠나스닥(합성),10910,2,60,0.55,,,216085,2357,87
275280,2,KODEX MSCI모멘텀,14535,2,285,2.0,14533.0,37.5482,205,2,87
371870,4,KINDEX 차이나항셍테크,12455,2,70,0.57,,,12576,155,87
261140,2,TIGER 우선주,15920,2,235,1.5,15935.0,45.7713,2143,33,86
298340,6,ARIRANG 국채선물3년,53545,5,-15,-0.03,53567.0,0.2151,1,0,86
354350,4,HANARO 글로벌럭셔리S&P(합성),15370,2,185,1.22,,27.6586,22117,339,85
256450,4,ARIRANG 심천차이넥스트(합성),14065,2,170,1.22,,21.8859,5035,70,84
253230,3,KOSEF 200선물인버스2X,2045,5,-30,-1.45,2037.0,-51.3482,227857,468,84
354240,7,KBSTAR 미국고정배당우선증권ICE TR,9900,2,40,0.41,,0.715,1475,14,84
291630,3,KOSEF 코스닥150선물레버리지,6945,2,45,0.65,6920.0,49.028,8742,60,84
292560,7,TIGER 일본엔선물,10500,2,45,0.43,10500.0,-2.2898,307,3,84
131890,2,KINDEX 삼성그룹동일가중,16665,2,5,0.03,16648.0,21.6946,585,9,83
266550,2,ARIRANG 중형주저변동50,11100,2,115,1.05,11161.0,24.1242,2378,26,83
145850,2,TREX 펀더멘탈 200,41530,2,500,1.22,41501.0,38.0319,3,0,83
251890,1,KINDEX 코스닥(합성),13820,3,0,0.0,13969.0,19.2921,0,0,83
280920,2,ARIRANG 주도업종,12710,2,255,2.05,12710.0,43.5734,2696,34,83
368470,2,KINDEX Fn K-뉴딜디지털플러스,16495,2,270,1.66,16501.0,,1379,22,82
333940,2,ARIRANG KS로우볼가중TR,13435,2,125,0.94,13432.0,26.4608,793,10,81
117690,4,TIGER 차이나항셍25,17880,5,-55,-0.31,,17.9391,2726,48,80
281990,2,KBSTAR 중소형고배당,11490,2,215,1.91,11494.0,24.2424,12783,145,80
305050,1,KINDEX 코스피,32070,2,335,1.06,32063.0,37.0546,225,7,80
181480,7,KINDEX 미국다우존스리츠(합성 H),80115,2,935,1.18,,12.2961,558,44,80
333980,2,ARIRANG KS퀄리티가중TR,15985,2,190,1.2,15980.0,31.5154,779,12,80
174350,2,TIGER 로우볼,11380,2,75,0.66,11379.0,14.4694,2025,22,80
139320,5,TIGER 금은선물(H),9940,5,-170,-1.68,,-0.4922,20968,208,80
227570,2,TIGER 우량가치,10960,2,225,2.1,10962.0,19.4769,11882,129,79
139290,2,TIGER 200 경기소비재,20525,2,845,4.29,20533.0,39.2781,10931,224,78
211260,2,KINDEX 배당성장,38080,2,595,1.59,38061.0,26.1484,33,1,76
145670,3,KINDEX 인버스,4720,5,-40,-0.84,4715.0,-29.5858,82646,390,76
102960,2,KODEX 기계장비,4830,2,35,0.73,4825.0,22.6342,7263,34,75
166400,3,TIGER 200커버드콜5%OTM,15065,3,0,0.0,15293.0,19.9442,0,0,75
241390,7,KBSTAR V&S셀렉트밸류채권혼합,12410,2,40,0.32,12402.0,13.9987,19217,237,74
140710,2,KODEX 운송,5305,2,105,2.02,5315.0,31.9796,40648,215,74
266390,2,KODEX 경기소비재,12370,2,190,1.56,12387.0,28.5488,24272,297,74
289250,2,TIGER MSCI KOREA ESG유니버설,13015,2,135,1.05,13025.0,40.2439,256,3,74
261110,7,TIGER 미국달러선물레버리지,9115,5,-40,-0.44,9113.0,-2.7099,791,7,73
189400,4,ARIRANG 글로벌MSCI(합성 H),16175,2,230,1.44,,16.9845,1921,30,73
215620,2,흥국 S&P코리아로우볼,10475,3,0,0.0,10645.0,17.3669,0,0,72
373790,4,KOSEF 미국방어배당성장나스닥,10275,3,0,0.0,,,383,3,72
292130,2,TIGER 중소형성장,11875,2,115,0.98,11919.0,17.8356,2248,26,71
295000,6,KBSTAR 국채선물10년,56355,5,-25,-0.04,56346.0,-0.94,162,9,71
253280,2,KBSTAR 헬스케어,17730,5,-190,-1.06,17779.0,19.6661,2721,48,71
147970,2,TIGER 모멘텀,23510,2,495,2.15,23491.0,29.0874,823,19,71
309210,2,ARIRANG KRX300헬스케어,15290,5,-150,-0.97,15396.0,22.0071,5044,76,70
306530,3,HANARO 코스닥150선물레버리지,14035,2,130,0.93,14037.0,48.7961,21444,298,70
292140,2,TIGER 중소형가치,11600,2,150,1.31,11622.0,30.7077,756,8,70
302170,6,TIGER 국채선물3년인버스,49655,3,0,0.0,49647.0,0.0503,0,0,70
314700,2,HANARO 농업융복합산업,12550,2,340,2.78,12561.0,25.1024,2492,31,69
213630,4,ARIRANG 미국다우존스고배당주(합성 H),13020,2,150,1.17,,17.9651,1051,13,69
275300,2,KODEX MSCI퀄리티,11465,5,-80,-0.69,11515.0,12.6891,82,0,69
368200,2,KBSTAR Fn K-뉴딜디지털플러스,13750,2,195,1.44,13807.0,,3366,46,69
104530,2,KOSEF 고배당,7565,2,105,1.41,7564.0,8.1159,733,5,68
292100,2,TIGER 대형성장,13550,2,90,0.67,13595.0,37.6278,245,3,68
211560,2,TIGER 배당성장,18795,2,290,1.57,18802.0,25.9614,1518,28,68
192720,2,파워 고배당저변동성,28150,2,440,1.59,28133.0,17.9902,252,7,68
291130,4,KINDEX 멕시코MSCI(합성),8440,2,140,1.69,,17.814,1041,8,68
238670,7,ARIRANG 스마트베타Quality채권혼합,11095,2,55,0.5,11092.0,7.3407,2096,23,67
252000,1,TIGER 200동일가중,12090,2,120,1.0,12124.0,29.6858,9,0,66
296710,2,KODEX FnKorea50,11060,2,90,0.82,11124.0,28.6049,195,2,66
098560,2,TIGER 방송통신,8020,2,40,0.5,8033.0,17.0946,12694,101,66
301440,2,ARIRANG 코스피중형주,11730,2,225,1.96,11729.0,25.9441,220,2,65
373530,4,ARIRANG 신흥국MSCI인버스(합성 H),8945,5,-50,-0.56,,,25,0,64
244660,2,KODEX 퀄리티Plus,10695,5,-20,-0.19,10768.0,19.0555,109,1,64
287300,2,KBSTAR 200건설,11435,2,325,2.93,11483.0,45.3237,4040,45,64
289670,6,ARIRANG 국채선물10년,57170,5,-35,-0.06,57180.0,-0.9523,4,0,64
289480,2,TIGER 200커버드콜ATM,10630,3,0,0.0,10833.0,9.4747,0,0,64
292110,2,TIGER 대형가치,12530,2,75,0.6,12601.0,40.18,359,4,63
226980,1,KODEX 200 중소형,12515,2,165,1.34,12561.0,31.8739,6472,80,63
342600,6,KBSTAR KRX국채선물3년10년스티프너2X,51885,2,35,0.07,51881.0,0.9343,7,0,62
342500,6,KBSTAR KRX국채선물3년10년스티프너,51130,2,20,0.04,51118.0,0.5113,7,0,61
176710,6,파워 중기국고채,101885,3,0,0.0,101939.0,0.1819,0,0,61
291890,4,KODEX MSCI EM선물(H),11090,5,-15,-0.14,,24.6352,1394,15,61
226380,2,KINDEX Fn성장소비주도주,7470,2,40,0.54,7512.0,18.88,1979,14,60
342610,6,KBSTAR KRX국채선물3년10년플래트너,49735,5,-15,-0.03,49722.0,-0.3007,6,0,60
267440,4,KBSTAR 미국장기국채선물(H),11895,3,0,0.0,,-2.9772,573,6,59
195970,4,ARIRANG 선진국MSCI(합성 H),11390,2,130,1.15,,19.7235,5565,63,59
342620,6,KBSTAR KRX국채선물3년10년플래트너2X,49145,5,-30,-0.06,49146.0,-0.6064,6,0,59
302180,6,TIGER 국채선물10년인버스,47585,3,0,0.0,47612.0,1.1585,0,0,57
260200,2,KOSEF 배당바이백Plus,16260,2,125,0.77,16256.0,29.8591,74,1,57
217790,2,TIGER 가격조정,25560,2,280,1.11,25574.0,25.8462,5,0,56
300290,2,KBSTAR 중소형모멘텀밸류,12410,2,180,1.47,12428.0,25.6291,15,0,56
260270,2,KOSEF 저PBR가중,15770,2,230,1.48,15768.0,34.5454,957,14,55
261270,7,KODEX 미국달러선물인버스,10295,2,15,0.15,10316.0,1.0816,113044,1164,55
261920,4,KINDEX 필리핀MSCI(합성),13620,2,60,0.44,,9.2227,201,2,54
250730,4,KBSTAR 차이나HSCEI(H),13315,3,0,0.0,,16.5936,2566,33,53
301410,3,ARIRANG 코스닥150선물인버스,7025,5,-30,-0.43,7028.0,-20.3725,31736,223,53
334690,5,KBSTAR 팔라듐선물(H),13055,5,-85,-0.65,,-1.3884,12069,157,52
326230,2,KBSTAR 내수주플러스,10845,2,45,0.42,10917.0,18.2913,2247,24,52
300610,2,TIGER K게임,13000,2,205,1.6,13009.0,25.997,6009,77,52
284990,2,KBSTAR 200에너지화학,15050,2,190,1.28,15043.0,60.9095,7767,116,51
091220,2,TIGER 은행,6350,2,20,0.32,6357.0,6.1012,25537,163,51
292770,6,KODEX 국채선물3년인버스,49640,3,0,0.0,49628.0,0.1412,0,0,51
269370,4,TIGER S&P글로벌인프라(합성),9945,2,185,1.9,,12.2355,169,1,50
217770,4,TIGER 원유선물인버스(H),8285,5,-110,-1.31,,-36.9982,1778,14,50
299080,6,KINDEX 국채선물3년인버스,99170,3,0,0.0,99156.0,0.0252,0,0,50
333950,2,ARIRANG KS로우사이즈가중TR,16465,2,255,1.57,16462.0,34.3555,222,3,49
292340,2,마이티 200커버드콜ATM레버리지,9840,2,95,0.97,9929.0,20.7558,183,1,49
275750,1,KBSTAR 코스닥150선물인버스,4685,3,0,0.0,4682.0,-20.5259,30321,142,49
307520,2,TIGER 지주회사,12265,2,60,0.49,12259.0,27.935,5749,69,49
261260,7,KODEX 미국달러선물인버스2X,10080,2,40,0.4,10084.0,2.2403,6221,62,48
290080,2,KBSTAR 200고배당커버드콜ATM,6865,2,95,1.4,6856.0,-5.9723,67,0,48
299070,6,KINDEX 국채선물10년인버스,94000,3,0,0.0,94059.0,1.1133,0,0,47
291610,1,KOSEF 코스닥150선물,9750,2,35,0.36,9734.0,23.2868,3151,30,47
244670,2,KODEX 밸류Plus,9285,2,110,1.2,9324.0,26.5517,557,5,46
291660,4,KODEX China H선물인버스(H),9140,2,40,0.44,,-16.0517,114,1,46
252410,3,KBSTAR 200선물인버스,5000,5,-50,-0.99,4990.0,-29.3213,14883,74,45
252720,2,KBSTAR 모멘텀밸류,14720,2,125,0.86,14783.0,37.6886,1165,17,44
295820,1,ARIRANG 200동일가중,11000,2,180,1.66,10994.0,29.1169,193,2,44
304670,4,KODEX 미국채울트라30년선물인버스(H),7300,2,30,0.41,,3.1937,1399,10,44
271050,5,KODEX WTI원유선물인버스(H),11655,5,-145,-1.23,,-36.0607,14670,170,44
287330,2,KBSTAR 200생활소비재,8895,2,65,0.74,8894.0,14.3782,161,1,43
291620,3,KOSEF 코스닥150선물인버스,8040,5,-35,-0.43,8040.0,-20.1681,7536,60,43
227560,2,TIGER 200 생활소비재,11680,2,65,0.56,11676.0,15.0,14697,171,42
321410,7,KODEX 멀티에셋하이인컴(H),10400,2,45,0.43,,6.2051,913,9,42
227550,2,TIGER 200 산업재,5920,2,80,1.37,5952.0,34.5622,2819,16,41
292570,7,TIGER 일본엔선물레버리지,10355,5,-10,-0.1,10335.0,-3.9389,219,2,41
267490,4,KBSTAR 미국장기국채선물레버리지(합성 H),13575,5,-70,-0.51,,-6.0586,505,6,41
253240,3,KOSEF 200선물인버스,5005,5,-50,-0.99,4986.0,-29.4488,16302,81,41
278420,2,ARIRANG ESG우수기업,8995,2,120,1.35,9016.0,17.2391,2876,25,40
267450,4,KBSTAR 미국장기국채선물인버스(H),7915,2,15,0.19,,2.4643,11,0,40
300280,2,KBSTAR 중소형모멘텀로우볼,11185,2,215,1.96,11199.0,21.9566,5,0,39
140570,2,KBSTAR 수출주,13035,2,195,1.52,13036.0,42.3503,125,1,39
295020,6,KBSTAR 국채선물10년인버스,46895,2,25,0.05,46877.0,1.0891,6,0,38
292580,7,TIGER 일본엔선물인버스,9410,5,-55,-0.58,9468.0,1.7741,10001,94,38
301400,1,ARIRANG 코스닥150,14960,2,55,0.37,15047.0,22.3225,4506,67,37
269530,4,ARIRANG S&P글로벌인프라,10430,2,115,1.11,,9.734,1895,19,37
139240,2,TIGER 200 철강소재,7565,5,-10,-0.13,7583.0,26.1448,8725,65,36
291680,4,KBSTAR 차이나H선물인버스(H),8980,2,50,0.56,,-16.4249,158,1,36
280940,4,KODEX 골드선물인버스(H),7140,2,85,1.2,,0.427,4442,31,36
140580,2,KBSTAR 우량업종,11725,2,100,0.86,11740.0,25.4045,618,7,35
292590,7,TIGER 일본엔선물인버스2X,8510,2,25,0.29,8510.0,2.9108,255,2,34
139310,5,TIGER 금속선물(H),5595,5,-5,-0.09,,11.665,1541,8,34
309170,2,ARIRANG KRX300IT,20715,2,135,0.66,20712.0,52.614,283,5,29
287310,2,KBSTAR 200경기소비재,12715,2,485,3.97,12766.0,39.9313,1774,22,25
284980,2,KBSTAR 200금융,7705,2,35,0.46,7707.0,8.4865,4289,33,23
285010,2,KBSTAR 200중공업,8485,2,20,0.24,8481.0,16.7586,282,2,22
334700,5,KBSTAR 팔라듐선물인버스(H),5495,2,30,0.55,,-1.5316,1816,9,22
267500,4,KBSTAR 미국장기국채선물인버스2X(합성 H),6030,2,30,0.5,,4.8951,4614,27,18
285020,2,KBSTAR 200철강소재,7245,2,25,0.35,7246.0,25.5652,3443,24,17
287320,2,KBSTAR 200산업재,10750,2,220,2.09,10776.0,33.1226,47,0,13
